	comment	0
621	物流速度，可电视机子的外包装：纸盒我就不开心；看不懂了！！！就一个建筑工地掏出来的纸箱一样！！！惨不忍睹啊！ 万幸的是内里的电视机完好，插电也能亮：家里人表示不追究了：毕竟电视没问题！ 我相信小米品牌的质量：可，很介意这物流的职业品德！！！宝宝不开心	正面
622	物流速度很快，五星好评	正面
623	物流速度快的没有话说，客服也非常好，电视也好	正面
624	物流太给力了。超赞?	负面
625	物流挺快的	负面
626	物流真是太好了，又快又好。电视也好，统统搞定。都点赞5棵星	负面
627	物美价廉 非常不错的一次购物	正面
628	物美价廉！非常好，重点要说物流不行，网点和个人电话都关机，投诉之后才给反馈电话，说6.18实在太忙送不过来，你忙我可以理解，态度一个个的都不好就不可理解！	负面
629	物美价廉，物有所值。 快递服务很好。送货入户服务到位，辛苦了！我会介绍更多的伙伴购买。	正面
630	物美价廉~~~好评~~	正面
631	物美价廉好评	正面
632	物美廉价？！！！谁说便宜没好货，简直打他脸。超级轻而且不用大麦盒子了方便。奈斯。比心	正面
633	习惯性好评，物流服务态度不错，到家给安好调试好了才走的，用一段时间看看卡不卡。	正面
634	系统反应很快。分辨率也很好，第一次在网上购买电器，非常不错	正面
635	下单第二天就到货了，色彩鲜艳，高清，性价比高。希望能耐用	正面
636	下单后两天收到货，包装完好，电视机外观无损害。功能很多，清晰度还可以。连续看五、六个小时，发热不明显。就这价格性价比很高。	负面
637	先说东西，实际屏幕效果比视频要好，开机时人站在星空下的画面很赞，也清晰。近距离看，屏幕能看出像素点，稍微离远一点，屏幕很可以的。之前看到别人说有水纹，还有点担心，我这个完全没有。买过小米的不少产品，信任感还是不错的，这也是看到评论，即使担心也依然愿意相信的原因。 再说物流，简直给力。以前买手机，上午买下午到。这次买电视，中午12点多一些下单，晚上快递来电话，没让送过来，约定第二天早上7点送到，非常准时。而且拆箱，验屏，签收后才走。虽然这是快递本来就该做到的，但现实是，做到这样服务费真的不多。 电视给老妈买的，收到当天晚上就开车给老妈送过去了。	正面
638	相比大品牌图像清晰度上还有差距，但价格便宜，性价比还是比较高的，总体来说比较满意。	负面
639	小哥大中午过来真是不容易，点个赞	负面
640	小米产品，质量就不用说了。不过还是第一次买电视，清晰度很高，看着很舒服。	正面
641	小米出品必出良品，电视不错，很清晰，很超值，就是内存能大点就好了 好	正面
642	小米出品必出良品，电视不错，很清晰，很超值，就是内存能大点就好了！	正面
643	小米的产品，性价比超高。	正面
644	小米的电视还是很不错的，性价比高，安装后试看了一下，很清晰，不错不错！	正面
645	小米的东西就不用说了，性价比那是是肯定的高的，这几天的使用当中还是不错的，很对的起这个价格	正面
646	小米的东西就是不错，电视很智能，价格也实惠，配上小爱同学真棒，唯一的缺点就是内存太小，装不了几个软件内存就满了	负面
647	小米的东西就是性价比高	正面
648	小米的东西没的说、非常好	正面
649	小米的东西质量应该不错  东西我还没看  老婆看的	正面
650	小米的缩水货，真是砸小米牌子。电视重量轻，感觉就一层薄薄的皮。我用的天猫魔盒效果一般，声音单调。本来玩ps的现在也没兴趣了。需要高品质的朋友不要图便宜。不过物流挺快一天到了。	负面
651	小米的性价比还是不错的，家里父母看的，我没看到	正面
652	小米电视4A 32寸图像稳定、画质清晰、声音清晰，这个价位买智能电视性价比高。家里有宽带的，只要有wifi可以直接看数字节目，可以省去不用数字机顶盒安装一堆东西，麻烦！看当地新闻频道可以装普通家用天线就可以收到，我买电视也就是时时了解时势，这一要求很好的满足了。整体来说32寸小米电视功能强大，质量稳定，我给满分。 小米客服耐心热情、回复及时，我非常满意。送货师傅入户送货，态度真诚，并且给小米电视当场点亮，打消我对电视质量的疑虑，评级服务我给满分。	正面
653	小米电视不错，智能联网，超薄轻，携带方便，还可以看网络电视，画面也不错，操作简单易学，好评五分。	正面
654	小米电视果然没有让我失望，屏幕也很清晰，价格也实惠，大小也适合，电视内容也很全，很满意。五星好评	正面
655	小米电视还可以 真心可以。	正面
656	小米电视还是真的不错的，小米的产品一直在用真的很不错。小米手机都用了，电视肯定也不错。支持支持。	正面
657	小米电视很不错，价格实惠，功能性强，清晰度高，发货速度快，服务态度很好  非常满意	正面
658	小米电视机不错。帮同事买的，他们都说好。	正面
659	小米电视机已收到，特地用了一段时间再来评价。物流很快，也是送到家中，服务很好！电视机质量也不错，画质可以，900元的带wifi，性价比很高，希望是能够经久耐用！好评！	正面
660	小米电视就是不错，是高清的，20号下的单22号就到	正面
661	小米电视就是好，特意用了几天才来评价的！	正面
662	小米电视蛮不错的，买来放宿舍看的，32寸大小也合适，画面也清晰，价钱也合适。	正面
663	小米智能电视32寸的，收到了！超出想象的好！喜欢的朋友可以下手了！画质清晰！声音好好听！	正面
664	效果不错   孩子看动画片合适   32寸在我的小客厅里刚好  送货师傅也很负责 仔细	正面
665	效果不错，小爱音响可以控制 就是屏幕是有一条划痕	负面
666	效果还不错	正面
667	信赖小米，支持小米！	正面
668	性价比高，好评。 外地上班买个电视看看挺好。	正面
669	性价比高，外观漂亮	正面
670	性价比高，物流隔了一天才安装，收了100安装费，不知道贵还是便宜，给大家参考	负面
671	性价比还是高的 几百块能入手智能电视 小米牛逼 当然 画质还是对得起价格 毕竟是在房间里凑合看看 够用了 而且操作速度也不赖 最想说的就是 800的电视还要另外花100安装 感觉也是有点心痛呢！	负面
672	性价比很高的电视，送给家人的，购物也愉快！	正面
673	性价比真的很高！没想到千元以下都能有那么好的电视机。应该早买早享受！	正面
674	颜色声音清晰度都好还便宜一个字好！	负面
675	要是能送个挂支架就更好了	负面
676	一般一般没说的那么好	负面
677	一次又买了四台，之前买过一台，网络电视感觉功能还不错，比几年前花了三四千买的网络电视功能好多了。画质也可以还凑合价位在这放着！性价比挺高！放在店里用希望可以用久一点吧。	负面
678	一分钱一分货，套路家不去看看哦鱿鱼丝11来咯农作物啦啦啦不过还是萝莉控哦玉兔精拉巴次仁去写作业可口可乐了了路上啥艰苦朴素讨厌我的挤来挤去腾讯新闻无条件咯么的姐姐哭咯哦哦下午，挺好的	正面
679	一开始担心，1G运存和4G内存不够用呢？目前来讲还是很快的，就怕时间一长系统不断更新，故意把你老机子搞慢。32寸放在卧室大小合适。	负面
680	一下买了5台，没挂架，客服没人理你！没任何礼物！没任何优惠。很失望！很失望！	正面
681	一下买了两个电视虽然没有抢到优惠卷，有优惠卷的话可以-300的呢！但没想到我收到货的时候师傅帮我拆和检查有没有问题再走！这个服务不错！看电影和看电视剧根本没问题！超舒服的画质和声频！值得买！价格也非常便宜性价比很高！	负面
682	一直都很信赖小米的产品，米粉一名。	正面
683	已到货，目前很满意。试看后再追评，物流很给力服务态度杠杠滴。	正面
684	已经第二次购买了	正面
685	已经是第二次购买了  非常好   性价比很高   物流也很快    送货员态度非常好   当面开箱通电验机  没有发现问题   送货员非常配合一起验机	正面
686	已用一周，画面清楚！非常值得购买！	正面
687	以后还买小米电视，特别好用。	正面
688	以前从来没有好好评价过，不知道浪费了多少积分，听写评价超过100个字可以得积分，以后每条评价都会妥妥的超过100字，已经是第N次在天猫网上购物了，价格实惠，货真价实，喜欢的亲们不要犹豫了赶紧下手吧！现在都不愿去超市购物了，天猫网上应有尽有真是太棒了	负面
689	以为会很小 结果我觉得不错 画质也可以接受 喜欢	正面
690	因为是小米粉，这是第一次从网上购小米电视，以前都从实体店买，这个和实体店没有区别，最主要的是便宜了不少，而且装起来也简单，值得拥有	正面
691	用了好几天来评论了 一开始以为32寸会很小 结果比想象的大多了 画面很清晰 这个价格买到这个算是超值了 看看后面持续使用的效果了 现在就比较满意了 当天购买第二天就到了 棒棒棒棒棒棒了	负面
692	用了几个星期才来评价，屏幕很好很清晰，完美。	正面
693	用了几天觉得挺好的，服务态度也不错，给赞五星，不满意的就是买完了就搞活动直降100，不开森???	负面
694	用了一段时间，因为平时太忙了，现在才来评价。发货蛮快的，第二天就收到，这款机型感觉还不错，明度和色彩都舒服，好评	正面
695	用了一个多星期，一切没问题	正面
696	用下来可以 实惠	正面
697	用着还不错，就是广告太多	负面
698	用着还不错尤其是遥控比我的海尔的遥控上档次多啦	负面
699	用着还可以吧。	正面
700	由于送到家里了。还没有安装，但是快递小哥送到家里我家六楼搬到楼上，给快递小哥点个赞?回家装好会追评的	正面
701	有点小，卧室用用还可以，功能真强大，特别喜欢手机投影功能，自带的电视资源要会员才可以看全集，要不只能看1-2集，小米的家电第一次买，还买了空气净化器，喜欢小米的设计，简单漂亮	正面
702	在淘宝花了好多好多钱，以前基本都没有认真评价过，后来才知道淘宝评论积分可以涨淘宝值，才知道评论的重要性，所以后来无论买什么东西，我都会把这段文字复制粘贴，评论80字以上就可以得50个积分，当你看到我这个评论的时候证明我是真的觉得所购物品品质好质量好，值得推荐，网上淘实在太方便了！	正面
703	在这里要表扬一下天猫的工作人员，我收到货看到爆屏了第一时间联系小米客服，小米客服一直拖着我，叫我等，后来我申请天猫介入，天猫很快就处理好。天猫的服务态度直的很好。	负面
704	暂时都不错，交了个小米儿童会员，有时候网络会卡下	正面
705	暂时没发现什么毛病。用一段时间来追评	正面
706	暂时没用	正面
707	早几天就收到了，师傅帮助通电试了正常，待安装使用后再续评。	负面
708	早上下单，傍晚收货。包装完好无损，日日顺物流师傅一起验视后才让签收，认真负责态度超好。电视易于安装，连接网络后下载速度快，没卡顿现象。清晰度很好，音效不错。今年第二次买小米电视，必须赞一个。	负面
709	渣渣萌新客服，不知道的东西直接否认不可以，问他连上Wi-Fi了然后怎么收看卫视台，他直接说不能收看，叫我退款，还叫我买机顶盒才能看卫视台，我当时也不懂，心情直接炸了，退款你奶N个锤子，100运费不是钱？想想买盒子又怕被坑，还好老子问了下其他店老板，别人家老板给了我软件链接，我下载安装就可以看几W个电视节目了，啥壁玩意，还想坑我买机顶盒，还直接叫我退款，想想都不爽，气归气，电视还是不错的，一个电视直播软件就能完美解决，非得瞎几把乱说	负面
710	照片拍的不是很清楚，感觉还不错，给父母买的，就试了一下，资源挺多的	负面
711	这个电视给爸爸买的，收到货一直没有去安装，今天安装完毕，效果非常不错。电视的尺寸和分辨率适合老年人观看。一直信赖小米的品质和诚意！功能强大。 电视支架距离宽，放不到小柜子上，安装在墙面上。安装师傅工作熟练。	正面
712	这个电视给爷爷买的，收到货一直没有去安装，今天才安装完毕，效果非常不错。电视的尺寸和分辨率适合老年人观看。一直信赖小米的品质和诚意！	正面
713	这个东西看着就非常美丽大气上档次，里面的美女看得非常清晰，特别是3D肉蒲团，看得相当到位！无限个赞?！不知道字数到了没，到了的话就不再夸张了！	正面
714	这个价格，已经很好了，在小卧室足够	正面
715	这个价格，这样的电视非常不错	正面
716	这个价钱买到这样的好货非常值???	正面
717	这个价位超级棒！性价比太高了  图像清晰无卡顿！音质好！ 很满意！  老米粉 ！  以后继续支持小米！	正面
718	这个价位电视机还是不错的，物流速度好评，可以的	正面
719	这机子非常好，32寸放在不到20平的卧室里不大不小。给父母看的，通过首页画中画设置后开机就能看电视。这个设置后操作简单，很适合老年人。性价比非常高的一部电视机，既适合老年人看，也适合年轻人。	负面
720	这是我多次次到网上买家电 觉得便宜 效果还行 毕竟价格在那里 到货也比较快 看看之后使用效果还行 很满意 买给家里老爷子看的 喜欢看电视 要是可以之后会继续网购家电的。 好评全五分	正面
721	这样的价格能买到这么的电视，物有所值！	负面
722	这已经是第二台了，一如既往的优秀，就是电视有点厚感觉还是十几年前的厚度，系统的话ok的，有了智能电视基本不看数字电视了，这时代的变化有点迅速哈哈哈▄█?█●感谢雷军同志，创造了小米电视啦啦啦啦	负面
723	真快，就是安装100有点贵	负面
724	真是便宜好用！楼梯房也送货入户，非常满意！	正面
725	真是没想到能买到这么物美价廉的东西    说实话真心感觉国货越做越好了   这做工   这分辨率没话说      支持小米   愿小米能陪我们走的更远更强	正面
726	真是无语，都不给我送到家 还得自己去拿，要是没有车还得自己走一个小时的路程扛回去吗？	负面
727	真心不错，刚开始拿出来放在60寸电视机前，没比较没伤害啊，看着真是小很多，不过单独在小房间用，还是非常OK的，清晰度也可以，色彩也不错，音质也不错，看网络电视也很稳定，一定要说不满意的就是，明明下单前说是低价最后时限，结果几天后还是这个价，哈哈	负面
728	整体来说不错?，这个价格也算可以了	正面
729	之前买了一个55寸的，很不错，家里本来就用的小米盒子，不用单独再买了，买个小的，想着以后配合主机，就直接当电脑用了	负面
730	支持国货 好	正面
731	支持国货!还不错。	正面
732	支持国货！支持国货！支持国货！第四次购买了，小米电视影片更新快，基本和优酷爱奇艺同步更新，话音清晰，屏幕分辨率不刺眼，送货师傅服务态度很好，大热天送货看着都累，多买国货振兴科技智造，国家创新科技的骄傲品牌！	正面
733	直接给送到家 当天买第二天就到了物流特别快！很划算活动买的！	正面
734	质量非常好，与卖家描述的完全一致，非常满意	正面
735	质量还不错，爸妈很喜欢，客服态度不错，快递服务也好，好评！！	正面
736	质量好，家里买了第二台，去年双11买了台在婆婆房间，老公觉得这次活动力度挺大的，果断下手了。物流的配送人员服务态度太差劲了	负面
737	质量很好！画面很清晰，给宝贝买的看动画片，很方便，连WiFi就可以了！物流也快！总之，非常满意！	正面
738	质量很好，发货非常快，客服超赞	正面
739	质量很好很实用	正面
740	质量可以各方面不错	正面
741	质量用了几天感觉还不错，希望质量能越来越好，加油	正面
742	智能，网络，高清，品质比想象的好！	正面
743	终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦！ 很好，很满意	正面
744	终于收到我需要的宝贝了，东西很好，物美价廉，谢谢掌柜了！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常的满意。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题他都不觉得烦，都认真回答我，这点我向掌柜表示由衷的敬意，这样好的掌柜可不多，再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是宝贝比我想像中的好！不得不竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦！ 终于收到我需要的宝贝了，东西很好，物美价廉，谢谢掌柜了！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常的满意。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问	正面
745	主要是分辨不清楚	正面
746	专门买给八十多岁的奶奶看的，32寸刚好。色彩度不错，小米系统操作也不算复杂。就是遥控器的简约风格老人家不太会用，要适应一下。免费看的资源很多，足够老人家看啦。	负面
747	自带盒子，价格超级划算，一开始还担心花屏之类的，估计这个是概率问题！一开始不会设置清晰度，现在好了，很不错！妈妈很喜欢！	负面
748	自己安装的，就把底座用螺丝刀玄紧，放在桌上，插上线，问了安装师傅挑选频道，就可以正常收看啦，挺简单的。	负面
749	自己家里用非常不错，价格实惠。	正面
750	总体还行，就是插网线没反应不知道什么情况，现在用的无线网络也还可以	负面
751	总体来说很满意，送货入户，给点亮屏幕，不安装，安装也简单，两个角，装上就行！很简单，899这价格无敌	负面
752	最近很忙，忘记确认收货了，不好意思！电视不错，很轻，画面显示也可以，功能很全，使用也很方便。快递的服务态度很好，总之是物有所值！！！好评！	负面
753	最失败的一次购物，小米的态度就是拖，一直拖，一个65寸电视没货，硬是把物流更新已发货，且到目的地，天天打物流点电话说没到，更奇怪的是，还不能延长收货，联系客服，就知道反应一下，谁知道反应到哪，没一点用，包括400电话，就是摆设	负面
754	昨天回老家装上了 老家是用锅 不知道是锅的原因还是怎样 画质不清阿	负面
755	昨天买的今天就送到家，现场快递员服务也很好马上试看验收，看了觉得很好，好评，祝老板生意兴隆	正面
756	昨天下午下的单今天就到了，比我大瑞文的光速qa都快。东西怎么样先不说，服务态度特别好，还免费安装，完了还给打扫卫生，感觉受到上帝一般的待遇了。我个人是非常的满意。	正面
757	作为一个优秀的米粉。小米的东西真的是物美价廉，下次肯定是所有东西都会在小米购买。	正面
758	799抢购的，感觉很便宜！	正面
759	799挺好的，物美价廉！	正面
760	i非常满意，手机，电子秤都是小米家的，一直支持小米。	正面
761	nice大夫，	正面
762	ok	正面
763	ok 电视挺好 重要的事上午拍的下午到货 快递小哥辛苦了	正面
764	安装沟通很费劲	负面
765	安装很方便，这价位电视还可以！对清晰度有较高要求的不建议买！物流快递很棒！	负面
766	爸妈很喜欢	正面
767	帮爸妈店里买的，看电视总比看手机好。爸爸给装起来的，画面很清晰。暂时挺好的。	正面
768	帮别人买的，配送速度超级快。买来放卧室投屏用的。不清楚效果具体怎么样。不过618下来挺划算的。	负面
769	帮别人买的，说很好！！！！！！！！！！！！！ 小米物美价廉！！	正面
770	帮老人买的电视，家里说蛮好的，简单方便	正面
771	帮朋友购买的，一直喜欢小米的产品。	正面
772	帮朋友买的，朋友说还可以，发货速度也蛮快的，希望以后用着也没什么问题，好评先	正面
773	帮朋友买的，她说还可以	正面
774	帮朋友买的，挺好?	正面
775	帮同事买的，已经看过了，质量蛮好的，价格也便宜，和很满意	正面
776	棒棒哒，经济实惠	正面
777	棒棒哒，质量很好，只不过发现买过之后竟然降价了	负面
778	包装的很好，送货员送到之后主动开箱插电检查	正面
779	包装好，宝贝完好无损，服务好，送货上门。质量好，价廉物美。	正面
780	宝宝非常满意，一直是小米的粉丝特爱。谢谢卖家。	正面
781	宝贝非常喜欢	正面
782	宝贝很不错，物美价廉，快递也很快，以后有需要还会来买的哦，赞赞赞。。。	正面
783	宝贝很好，很值得期待！小米科技，就是不一样！	正面
784	宝贝很好很清晰，也够轻巧	正面
785	宝贝收到了质量播放清晰明亮播放效果颜色完美	正面
786	宝贝早早就收到了，很喜欢我看连续剧，小宝宝看动画片。只是想多看几天来评价.??????	负面
787	宝贝真棒，快递特别快，第二天就到了，还是送货上门，快递员试机后才离开的，真不错，宝贝连接无线网就可以看了，节目很多，很好，家人很喜欢，我用手机是小米的，电视也不例外，过段时间准备买台大的！很清晰，赞赞，客服也很满意，有问必答！值得信赖！	正面
788	本来准备新家用的，结果迫不及待的想要试下，效果不错，直接不换了，先用着吧	负面
789	比较不错，速度很快，服务态度很好送货上门让顾客满意。	正面
790	比较满意！	正面
791	比想象的清晰，视屏量也比较大	正面
792	比以前买的创维轻，配合小爱很好玩。	正面
793	便宜 好用 只可惜没有领到优惠券	正面
794	便宜 实惠 就选小米	正面
795	便宜功能全  值得購買	正面
796	便宜好用	正面
797	便宜很好，买给爸妈的	正面
798	标准流程服务	正面
799	不差价，没有给补到手价？只给你补活动价价，说什么那是天猫劵有五十，没想到小米这么大的企业，也要和消费者耍赖	负面
800	不错 挺满意的~性价比高~开始看电视有点模糊~感谢客服猫咪张静的耐心解答	负面
801	不错！性价比高！	正面
802	不错，800块放在卧室里头，晚上也不用躺在沙发上看了，满意吧！	正面
803	不错，安装方便，还算清晰，给老爸房间刚刚好。	正面
804	不错，该有的功能都有了，挺划算的	正面
805	不错，很喜欢，很清晰	正面
806	不错，目前来看，画质清晰，也很好用	负面
807	不错，送货上门，还帮忙开机调试。	正面
808	不错，性价比高	正面
809	不错，总体是满意的，直播电视需要自己从网上下载app，小米应用中心没找到！	负面
810	不错不错快递也很给你。	正面
811	不错的电视	正面
812	不错的购物，值得拥有	正面
813	不错的选择	正面
814	不错电视，清晰，服务上门	正面
815	不错电视挺好的	正面
816	不错我挺喜欢的！	正面
817	不错哟，值得拥有	正面
818	不错质量挺好的，比想象的还要好省了一个小米盒子画面质量也挺好，照片下面的那一个是	正面
819	操作简便好用哦，物流给力，为祖国之崛起而骄傲	负面
820	操作简单，图象清晰	正面
821	操作简单方便	正面
822	测试过电视没问题，等待挂上墙效果再追评。	正面
823	插上电就行了，很方便。用的无线网络，隔了一间房子还有两格。	负面
824	差评，买来没过几天，就优惠200元	负面
825	差评，网络电视全是广告，而且加载很慢。我的三星同样网络电视不卡，这小米卡住半天不动，切换到最低清晰度也卡，很后悔买了这个电视，便宜没好货	负面
826	超出预期的好	正面
827	超高性价比，支持支持支持	正面
828	超划算现在买～嘻嘻嘻	正面
829	超级棒。便宜功能有全。画质也不错。	正面
830	超级好，不过送货人说安装要安装费，没让他装自己装的	正面
831	超级喜欢这个，活动价超级值	正面
832	超值！快递小哥送货上门看到家里都是老人，还帮忙安装试用，在这里给小哥赞一个！	正面
833	出租屋放刚刚好	负面
834	当天买的当天就到了，很好安装。下载直播软件看电视也很方便，画质也还算清晰，这个价格很值，已经试用一个星期，值得推荐，希望经得起时间的考验	负面
835	当天上午下单，下午就收到了，神速	正面
836	到得好快，通电试了下。感觉很好！希望能用得久点。快递师傅很给力。	正面
837	德玛西亚，啦啦啦啦啦啦啦	正面
838	等使用后再评价，谢谢！	正面
839	第二次购买，图像清晰，价格便宜。之前双十一给爸妈买了一台，这次给公婆买的，没想到比双十一还便宜一百元。感谢日日顺冒雨送货！	正面
840	第二次买，很实惠	正面
841	第二个小米电视了，性价比高，很划算。	正面
842	第二台 爸妈家里用 很好	负面
843	第二天就到货了，超级快！电视很清晰！	正面
844	第一次差评客服打死不买小米	负面
845	第一次买小米电视，没想到几百块钱的东西这么好。给力	正面
846	第一次买小米电视，性价比高，画质清晰，很喜欢，点个赞～	正面
847	电视不错！小米的物流太给力！直接送货到家里，还主动要求拆箱验货。大中午太阳暴晒着坚持给我们调试好才走。	正面
848	电视不错，必须好评，智能电视还是头一次用呢，在家看电影有感觉	正面
849	电视不错，快递上门安装，五星好评	正面
850	电视不错，清晰，实在好。当电脑显示屏，还是清晰度不够。物美价廉啊。	负面
851	电视不错，清晰度也很高，比我们这买的要便宜好多，非常划算，下次还来买！	正面
852	电视不错，用着没什么问题	正面
853	电视不错值得购买	正面
854	电视超级好，又实惠，值得购买	正面
855	电视非常好)不愧是大品牌	正面
856	电视非常清晰，送货很快	正面
857	电视非常完美，可以看直播电视台，可以看很多电视剧，哈哈～	正面
858	电视刚刚收到。快递小哥很负责任。现在就等售后人员来安装啦。小米可真棒。感谢感谢。	正面
859	电视杠杠的，中间连网碰到小麻烦，在这特别感谢猫米王森耐心指导	正面
860	电视还不错，就是不能用 小爱同学 开电视   也没有蓝牙功能，画质什么的还是可以的，自己从网上买的架子，自己安装的	负面
861	电视还好，还没买来天线，等用用再来评价，先给个好评	正面
862	电视还没用，总体看起来应该不错	正面
863	电视很不错哦，操作也很简单，连上无线网什么电视都能看，宝贝想看哪个动画片就看哪个，非常的满意呢	正面
864	电视很大，信任小米的品牌，买给爸妈的，他们也说非常好，把以前的小米盒子收起来了，因为电视自带了一套系统和盒子一样好用，先收货，过会再补图吧，好评！物流也很快哦，一天就到了！	正面
865	电视很给力，物流特快。 给老妈买的，希望她会喜欢	负面
866	电视很好 我很喜欢 谢谢 好	正面
867	电视很好！刚安装上就看起来了？本来以为带挂墙的底座没有带！明天自己买个挂主卧！非常不错	负面
868	电视很好！我是用了快一个月才发的评论！真挺好孩子看也不刺眼，值得你拥有！	正面
869	电视很好，画质清晰，音效也不错。不用机顶盒，连网就能看到。快递小哥也不错，送货上门。	正面
870	电视很好，是想买的那种，画质和音质都很好！	正面
871	电视很好，太划算了，还省了一个盒子，想看上啥就看啥，小米太棒了。服务超赞，我家离县城50公里，还送货上门，第一次哦！第三天就到家了，一个字，快	正面
872	电视很好，我很喜欢小米的这款电视。	正面
873	电视很好，物美价廉	正面
874	电视很好，物美价廉，快递员人很好，不在家还特地送到上班公司来，辛苦了，有需要再来哦	正面
875	电视很好，物有所值，只要以后别降价就行	正面
876	电视很好，性价比高。	正面
877	电视很好，音质很清晰，画面也很清晰，很满意的一次购物	正面
878	电视很好非常清晰，就是应用少了点，以后可能越来越多吧	正面
879	电视很好给我姥爷买的送货的物流给送到家的电视很给力物流也很给力五星好评	正面
880	电视很好也很清晰 就是不送挂件	正面
881	电视很好用	负面
882	电视很划算，还可以投屏，手机就可以当遥控器。快递小哥服务也蛮好的	正面
883	电视很轻 32寸的客厅小完全够用 画质也很清晰 性价比真的很高 我还是听我妈介绍的 没想到小米的电视也做得不错 很喜欢	正面
884	电视很清晰，???	正面
885	电视厚度比预期的厚很多，广告有1分钟，太长了	正面
886	电视机画质挺好的，功能也齐全，性价比高	正面
887	电视机轻薄，配我的小客厅刚刚好，屏幕画面稳定，刚看了一晚上电视，觉得不错，值得购买	正面
888	电视机收到了，卖家发货很快，已经看了，是正品，很喜欢小米的牌子，手机也是小米的，还很便宜，去店里看了下其它牌子，至少得一千多，果断的买了小米！	正面
889	电视看着不错，用一段时间再来评价	正面
890	电视收到了，给送到家里了，很满意。现在看了几天，电视像素挺好，质量不错，支持国产，支持小米。	正面
891	电视收到了，试了2天，可以玩游戏看电视看电影，很清晰，满意	正面
892	电视收到了，挺好用的	正面
893	电视特好用，清晰度也挺高的，这个价格买到太换算了，还是个大牌子的，大爱！？	负面
894	电视挺好的	负面
895	电视挺好的     看了一段时间才来评论的    以后还会追加的	正面
896	电视挺好的，价格便宜	正面
897	电视挺好的，只是刚买完就降了100	负面
898	电视挺轻便的，用着还行，适合小房间。合适就是最好的！	负面
899	电视性价比挺好的 家里的电视都是小米的 质量都没问题	正面
900	电视已经收到，和介绍一下，图像清晰操作简便。爸妈都很满意。	正面
901	电视已经装好了，看了几天，感觉还不错，还挺清晰的	正面
902	电视质量很好，很喜欢，买了很多小米的产品了，都不错，值得购买，支持国产。	正面
903	电视自己安装好了，非常简单，直接插的网线，不卡。	负面
904	东西不错，快递让我非常满意，速度快，态度好，很愉快的一次购物	正面
905	东西是好东西可能生意太好啦服务一般	正面
906	东西收到了，快递速度比我想象的要快，小米智能电视，非常不错，很多功能慢慢了解，用过段时间再评论吧	正面
907	都蛮好的，清晰。功能又多。	负面
908	多次购买了	正面
909	多次购买了，这次是帮一个老人家买的。挺好，他很喜欢！这次618很实惠，没想到。	负面
910	嗯！不错，系统资源也挺好，我主要是坐月子不能去客厅，在卧室里安装了一个，32寸的正好，在小就显小了，颜色挺好，送货的大哥也很好，我是自己挂墙上的没有找售后客服，用了这几天没有问题才来评价的，过段时间再来追评	负面
911	发个评论这不让说那不让说的。	正面
912	发货快，送货上门，赞。画质可以，声音洪亮，，，其实我还没有看到电视，为亲属买的，待我看过再细评。哦，电视没有模拟音频输出口。	负面
913	发货速度快，电视?要用一段时间再看	正面
914	发货速度挺快的，两天就到家了，还给送到家里面挺好的。东西也挺好看的	负面
915	反了五十块，因为降价了，要是自己不说就没有了。习惯五星好评！	负面
916	方便，不多拉线。一根电源线。很轻，操作简单	正面
917	放电视看还行，做显示屏就差多了。	负面
918	放在出租屋里刚好，清晰度也蛮高的，租户很满意	正面
919	非常棒的小米电视	正面
920	非常好 值得购买 画面清晰流畅 性价比很高	正面
921	非常好！很清晰！性价比高！值得入手	正面
922	非常好，非常满意，物有所值，送货上门的，??????	正面
923	非常好，很喜欢，轻便能联网。孩子大人都喜欢，以介绍朋友买了	正面
924	非常好，挺适合卧室的	正面
925	非常好，投屏很方便，下饭利器	正面
926	非常好，小米 性价比非常高，非常满意，舒服了 &hellip;&hellip;！	正面
927	非常好，支持国产！??????	正面
928	非常好，值得	正面
929	非常好，值得拥有	正面
930	非常好。值得信赖	正面
931	非常好的电视剧，如果有12V就更加完美了（房车上用）	正面
932	非常好用	正面
933	非常满意	正面
934	非常满意	正面
935	非常满意	正面
936	非常满意	正面
937	非常满意	正面
938	非常满意	正面
939	非常满意，	正面
940	非常满意，超值的，没想到几百块钱，居然可以买到这么好的小米电视	正面
941	非常满意，送货快。服务好	正面
942	非常满意，约定的时间到	正面
943	非常满意，值得拥有。	正面
944	非常满意，做工精致，使用方便，科技含量高	负面
