id,color,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***倒,黑色,我原价849元买的根本不是广告打的799 问客服也没有人回复 物流是不错 其他的 非常让我不满意,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金***流,黑色,物流超级给力，昨天下单今天上午一早就收到货了！给快递小哥点赞，冒着狂风暴雨，外面水浸泡到小腿上了，身都湿透了，二话不说提着电视下车一口气跑上六楼超级给力！！！今日今日有这样服务秒赞???,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自***线,黑色,物流超快，商品超值,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘***1,黑色,物流超快，质量没的说，好评，,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
格***7,黑色,物流超快，质量也不错，清晰度高。这个价格买到也很惊讶。必须好评。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太***9,黑色,物流非常满意 服务到位,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x***5,黑色,物流非常细心，非常负责,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
落***c,黑色,物流服务很好，耐心帮忙安装，教使用，感谢，电视看着还可以，希望质量好，支持国货,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
掊***海,黑色,物流给力，宝贝包装完好，方便好用，画面不错，资源车富！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李***云,黑色,物流好！质量好，服务好，！！！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***b,黑色,物流好快，下单后隔天就收到了。买来房间看的，有小米帐号的直接接上网线就可以看了，挺不错的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鬼***2,黑色,物流很给力，货是到了，还没装上也不知道效果，后续追评咯,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***贤,黑色,物流很给力，机子还没用，用过后来追评！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***s,黑色,物流很好，很负责，送货到家，一直很信赖小米，已经开始使用了，效果很好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
京***妮,黑色,物流很快  隔天到货  第二次购买了  相信小米的质量,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***子,黑色,物流很快，按约定的时间到了，物品完好，支架自己很好装，屏幕清晰，开机流程按步骤来很快就能看电视了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金***8,黑色,物流很快，隔天就收到了，安装很简单，电视画面很清晰，不错，性价比高，点赞^O^,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
来***4,黑色,物流很快，质量很好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不***肉,黑色,物流快，服务好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***0,黑色,物流老师很好！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***下,黑色,物流速度，可电视机子的外包装：纸盒我就不开心；看不懂了！！！就一个建筑工地掏出来的纸箱一样！！！惨不忍睹啊！ 万幸的是内里的电视机完好，插电也能亮：家里人表示不追究了：毕竟电视没问题！ 我相信小米品牌的质量：可，很介意这物流的职业品德！！！宝宝不开心,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***j,黑色,物流速度很快，五星好评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
松***2,黑色,物流速度快的没有话说，客服也非常好，电视也好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水***竹,黑色,物流太给力了。超赞?,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
璐***5,黑色,物流挺快的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***真,黑色,物流真是太好了，又快又好。电视也好，统统搞定。都点赞5棵星,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永***爷,黑色,物美价廉 非常不错的一次购物,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
终***8,黑色,物美价廉！非常好，重点要说物流不行，网点和个人电话都关机，投诉之后才给反馈电话，说6.18实在太忙送不过来，你忙我可以理解，态度一个个的都不好就不可理解！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万***1,黑色,物美价廉，物有所值。 快递服务很好。送货入户服务到位，辛苦了！我会介绍更多的伙伴购买。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咔***特,黑色,物美价廉~~~好评~~,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
若***真,黑色,物美价廉好评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***1,黑色,物美廉价？！！！谁说便宜没好货，简直打他脸。超级轻而且不用大麦盒子了方便。奈斯。比心,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
姚***3,黑色,习惯性好评，物流服务态度不错，到家给安好调试好了才走的，用一段时间看看卡不卡。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
颜***e,黑色,系统反应很快。分辨率也很好，第一次在网上购买电器，非常不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***5,黑色,下单第二天就到货了，色彩鲜艳，高清，性价比高。希望能耐用,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不***1,黑色,下单后两天收到货，包装完好，电视机外观无损害。功能很多，清晰度还可以。连续看五、六个小时，发热不明显。就这价格性价比很高。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
饶***爻,黑色,先说东西，实际屏幕效果比视频要好，开机时人站在星空下的画面很赞，也清晰。近距离看，屏幕能看出像素点，稍微离远一点，屏幕很可以的。之前看到别人说有水纹，还有点担心，我这个完全没有。买过小米的不少产品，信任感还是不错的，这也是看到评论，即使担心也依然愿意相信的原因。 再说物流，简直给力。以前买手机，上午买下午到。这次买电视，中午12点多一些下单，晚上快递来电话，没让送过来，约定第二天早上7点送到，非常准时。而且拆箱，验屏，签收后才走。虽然这是快递本来就该做到的，但现实是，做到这样服务费真的不多。 电视给老妈买的，收到当天晚上就开车给老妈送过去了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
逍***8,黑色,相比大品牌图像清晰度上还有差距，但价格便宜，性价比还是比较高的，总体来说比较满意。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大***昊,黑色,小哥大中午过来真是不容易，点个赞,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丿***影,黑色,小米产品，质量就不用说了。不过还是第一次买电视，清晰度很高，看着很舒服。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
春***库,黑色,小米出品必出良品，电视不错，很清晰，很超值，就是内存能大点就好了 好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g***到,黑色,小米出品必出良品，电视不错，很清晰，很超值，就是内存能大点就好了！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄***觉,黑色,小米的产品，性价比超高。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
逆***霓,黑色,小米的电视还是很不错的，性价比高，安装后试看了一下，很清晰，不错不错！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***t,黑色,小米的东西就不用说了，性价比那是是肯定的高的，这几天的使用当中还是不错的，很对的起这个价格,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4***扉,黑色,小米的东西就是不错，电视很智能，价格也实惠，配上小爱同学真棒，唯一的缺点就是内存太小，装不了几个软件内存就满了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***乖,黑色,小米的东西就是性价比高,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
夏***雨,黑色,小米的东西没的说、非常好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李***你,黑色,小米的东西质量应该不错  东西我还没看  老婆看的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***长,黑色,小米的缩水货，真是砸小米牌子。电视重量轻，感觉就一层薄薄的皮。我用的天猫魔盒效果一般，声音单调。本来玩ps的现在也没兴趣了。需要高品质的朋友不要图便宜。不过物流挺快一天到了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朗***爸,黑色,小米的性价比还是不错的，家里父母看的，我没看到,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冥***e,黑色,小米电视4A 32寸图像稳定、画质清晰、声音清晰，这个价位买智能电视性价比高。家里有宽带的，只要有wifi可以直接看数字节目，可以省去不用数字机顶盒安装一堆东西，麻烦！看当地新闻频道可以装普通家用天线就可以收到，我买电视也就是时时了解时势，这一要求很好的满足了。整体来说32寸小米电视功能强大，质量稳定，我给满分。 小米客服耐心热情、回复及时，我非常满意。送货师傅入户送货，态度真诚，并且给小米电视当场点亮，打消我对电视质量的疑虑，评级服务我给满分。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***照,黑色,小米电视不错，智能联网，超薄轻，携带方便，还可以看网络电视，画面也不错，操作简单易学，好评五分。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
谢***h,黑色,小米电视果然没有让我失望，屏幕也很清晰，价格也实惠，大小也适合，电视内容也很全，很满意。五星好评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
创***6,黑色,小米电视还可以 真心可以。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k***5,黑色,小米电视还是真的不错的，小米的产品一直在用真的很不错。小米手机都用了，电视肯定也不错。支持支持。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o***0,黑色,小米电视很不错，价格实惠，功能性强，清晰度高，发货速度快，服务态度很好  非常满意,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
素***马,黑色,小米电视机不错。帮同事买的，他们都说好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筱***贝,黑色,小米电视机已收到，特地用了一段时间再来评价。物流很快，也是送到家中，服务很好！电视机质量也不错，画质可以，900元的带wifi，性价比很高，希望是能够经久耐用！好评！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白***心,黑色,小米电视就是不错，是高清的，20号下的单22号就到,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2***6,黑色,小米电视就是好，特意用了几天才来评价的！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
语***8,黑色,小米电视蛮不错的，买来放宿舍看的，32寸大小也合适，画面也清晰，价钱也合适。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卡***店,黑色,小米智能电视32寸的，收到了！超出想象的好！喜欢的朋友可以下手了！画质清晰！声音好好听！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美***4,黑色,效果不错   孩子看动画片合适   32寸在我的小客厅里刚好  送货师傅也很负责 仔细,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***q,黑色,效果不错，小爱音响可以控制 就是屏幕是有一条划痕,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林***6,黑色,效果还不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兰***地,黑色,信赖小米，支持小米！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
你***色,黑色,性价比高，好评。 外地上班买个电视看看挺好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d***a,黑色,性价比高，外观漂亮,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f***5,黑色,性价比高，物流隔了一天才安装，收了100安装费，不知道贵还是便宜，给大家参考,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
破***k,黑色,性价比还是高的 几百块能入手智能电视 小米牛逼 当然 画质还是对得起价格 毕竟是在房间里凑合看看 够用了 而且操作速度也不赖 最想说的就是 800的电视还要另外花100安装 感觉也是有点心痛呢！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***国,黑色,性价比很高的电视，送给家人的，购物也愉快！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
周***穗,黑色,性价比真的很高！没想到千元以下都能有那么好的电视机。应该早买早享受！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雨***2,黑色,颜色声音清晰度都好还便宜一个字好！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x***7,黑色,要是能送个挂支架就更好了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浪***啊,黑色,一般一般没说的那么好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
好***仔,黑色,一次又买了四台，之前买过一台，网络电视感觉功能还不错，比几年前花了三四千买的网络电视功能好多了。画质也可以还凑合价位在这放着！性价比挺高！放在店里用希望可以用久一点吧。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少***爷,黑色,一分钱一分货，套路家不去看看哦鱿鱼丝11来咯农作物啦啦啦不过还是萝莉控哦玉兔精拉巴次仁去写作业可口可乐了了路上啥艰苦朴素讨厌我的挤来挤去腾讯新闻无条件咯么的姐姐哭咯哦哦下午，挺好的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永***6,黑色,一开始担心，1G运存和4G内存不够用呢？目前来讲还是很快的，就怕时间一长系统不断更新，故意把你老机子搞慢。32寸放在卧室大小合适。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e***e,黑色,一下买了5台，没挂架，客服没人理你！没任何礼物！没任何优惠。很失望！很失望！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d***8,黑色,一下买了两个电视虽然没有抢到优惠卷，有优惠卷的话可以-300的呢！但没想到我收到货的时候师傅帮我拆和检查有没有问题再走！这个服务不错！看电影和看电视剧根本没问题！超舒服的画质和声频！值得买！价格也非常便宜性价比很高！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m***5,黑色,一直都很信赖小米的产品，米粉一名。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
醉***莺,黑色,已到货，目前很满意。试看后再追评，物流很给力服务态度杠杠滴。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
坤***宸,黑色,已经第二次购买了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丰***资,黑色,已经是第二次购买了  非常好   性价比很高   物流也很快    送货员态度非常好   当面开箱通电验机  没有发现问题   送货员非常配合一起验机,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***车,黑色,已用一周，画面清楚！非常值得购买！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
要***2,黑色,以后还买小米电视，特别好用。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
这***的,黑色,以前从来没有好好评价过，不知道浪费了多少积分，听写评价超过100个字可以得积分，以后每条评价都会妥妥的超过100字，已经是第N次在天猫网上购物了，价格实惠，货真价实，喜欢的亲们不要犹豫了赶紧下手吧！现在都不愿去超市购物了，天猫网上应有尽有真是太棒了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***4,黑色,以为会很小 结果我觉得不错 画质也可以接受 喜欢,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
悠***9,黑色,因为是小米粉，这是第一次从网上购小米电视，以前都从实体店买，这个和实体店没有区别，最主要的是便宜了不少，而且装起来也简单，值得拥有,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罗***1,黑色,用了好几天来评论了 一开始以为32寸会很小 结果比想象的大多了 画面很清晰 这个价格买到这个算是超值了 看看后面持续使用的效果了 现在就比较满意了 当天购买第二天就到了 棒棒棒棒棒棒了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
龙***9,黑色,用了几个星期才来评价，屏幕很好很清晰，完美。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n***7,黑色,用了几天觉得挺好的，服务态度也不错，给赞五星，不满意的就是买完了就搞活动直降100，不开森???,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南***才,黑色,用了一段时间，因为平时太忙了，现在才来评价。发货蛮快的，第二天就收到，这款机型感觉还不错，明度和色彩都舒服，好评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
木***江,黑色,用了一个多星期，一切没问题,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p***2,黑色,用下来可以 实惠,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骆***3,黑色,用着还不错，就是广告太多,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生***0,黑色,用着还不错尤其是遥控比我的海尔的遥控上档次多啦,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
德***记,黑色,用着还可以吧。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***鸣,黑色,由于送到家里了。还没有安装，但是快递小哥送到家里我家六楼搬到楼上，给快递小哥点个赞?回家装好会追评的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荐***大,黑色,有点小，卧室用用还可以，功能真强大，特别喜欢手机投影功能，自带的电视资源要会员才可以看全集，要不只能看1-2集，小米的家电第一次买，还买了空气净化器，喜欢小米的设计，简单漂亮,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
颖***梦,黑色,在淘宝花了好多好多钱，以前基本都没有认真评价过，后来才知道淘宝评论积分可以涨淘宝值，才知道评论的重要性，所以后来无论买什么东西，我都会把这段文字复制粘贴，评论80字以上就可以得50个积分，当你看到我这个评论的时候证明我是真的觉得所购物品品质好质量好，值得推荐，网上淘实在太方便了！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
创***雄,黑色,在这里要表扬一下天猫的工作人员，我收到货看到爆屏了第一时间联系小米客服，小米客服一直拖着我，叫我等，后来我申请天猫介入，天猫很快就处理好。天猫的服务态度直的很好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈***此,黑色,暂时都不错，交了个小米儿童会员，有时候网络会卡下,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g***1,黑色,暂时没发现什么毛病。用一段时间来追评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
春***郁,黑色,暂时没用,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
春***8,黑色,早几天就收到了，师傅帮助通电试了正常，待安装使用后再续评。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马***9,黑色,早上下单，傍晚收货。包装完好无损，日日顺物流师傅一起验视后才让签收，认真负责态度超好。电视易于安装，连接网络后下载速度快，没卡顿现象。清晰度很好，音效不错。今年第二次买小米电视，必须赞一个。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***毅,黑色,渣渣萌新客服，不知道的东西直接否认不可以，问他连上Wi-Fi了然后怎么收看卫视台，他直接说不能收看，叫我退款，还叫我买机顶盒才能看卫视台，我当时也不懂，心情直接炸了，退款你奶N个锤子，100运费不是钱？想想买盒子又怕被坑，还好老子问了下其他店老板，别人家老板给了我软件链接，我下载安装就可以看几W个电视节目了，啥壁玩意，还想坑我买机顶盒，还直接叫我退款，想想都不爽，气归气，电视还是不错的，一个电视直播软件就能完美解决，非得瞎几把乱说,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
守***园,黑色,照片拍的不是很清楚，感觉还不错，给父母买的，就试了一下，资源挺多的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
熊***4,黑色,这个电视给爸爸买的，收到货一直没有去安装，今天安装完毕，效果非常不错。电视的尺寸和分辨率适合老年人观看。一直信赖小米的品质和诚意！功能强大。 电视支架距离宽，放不到小柜子上，安装在墙面上。安装师傅工作熟练。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***1,黑色,这个电视给爷爷买的，收到货一直没有去安装，今天才安装完毕，效果非常不错。电视的尺寸和分辨率适合老年人观看。一直信赖小米的品质和诚意！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美***子,黑色,这个东西看着就非常美丽大气上档次，里面的美女看得非常清晰，特别是3D肉蒲团，看得相当到位！无限个赞?！不知道字数到了没，到了的话就不再夸张了！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
散***客,黑色,这个价格，已经很好了，在小卧室足够,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
绝***8,黑色,这个价格，这样的电视非常不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
耿***业,黑色,这个价钱买到这样的好货非常值???,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v***铭,黑色,这个价位超级棒！性价比太高了  图像清晰无卡顿！音质好！ 很满意！  老米粉 ！  以后继续支持小米！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
混***6,黑色,这个价位电视机还是不错的，物流速度好评，可以的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
动***默,黑色,这机子非常好，32寸放在不到20平的卧室里不大不小。给父母看的，通过首页画中画设置后开机就能看电视。这个设置后操作简单，很适合老年人。性价比非常高的一部电视机，既适合老年人看，也适合年轻人。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
烈***8,黑色,这是我多次次到网上买家电 觉得便宜 效果还行 毕竟价格在那里 到货也比较快 看看之后使用效果还行 很满意 买给家里老爷子看的 喜欢看电视 要是可以之后会继续网购家电的。 好评全五分,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***海,黑色,这样的价格能买到这么的电视，物有所值！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郑***z,黑色,这已经是第二台了，一如既往的优秀，就是电视有点厚感觉还是十几年前的厚度，系统的话ok的，有了智能电视基本不看数字电视了，这时代的变化有点迅速哈哈哈▄█?█●感谢雷军同志，创造了小米电视啦啦啦啦,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***g,黑色,真快，就是安装100有点贵,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可***7,黑色,真是便宜好用！楼梯房也送货入户，非常满意！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
熊***e,黑色,真是没想到能买到这么物美价廉的东西    说实话真心感觉国货越做越好了   这做工   这分辨率没话说      支持小米   愿小米能陪我们走的更远更强,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m***c,黑色,真是无语，都不给我送到家 还得自己去拿，要是没有车还得自己走一个小时的路程扛回去吗？,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
琪***糖,黑色,真心不错，刚开始拿出来放在60寸电视机前，没比较没伤害啊，看着真是小很多，不过单独在小房间用，还是非常OK的，清晰度也可以，色彩也不错，音质也不错，看网络电视也很稳定，一定要说不满意的就是，明明下单前说是低价最后时限，结果几天后还是这个价，哈哈,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2***哥,黑色,整体来说不错?，这个价格也算可以了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梦***香,黑色,之前买了一个55寸的，很不错，家里本来就用的小米盒子，不用单独再买了，买个小的，想着以后配合主机，就直接当电脑用了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p***4,黑色,支持国货 好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尧***角,黑色,支持国货!还不错。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q***y,黑色,支持国货！支持国货！支持国货！第四次购买了，小米电视影片更新快，基本和优酷爱奇艺同步更新，话音清晰，屏幕分辨率不刺眼，送货师傅服务态度很好，大热天送货看着都累，多买国货振兴科技智造，国家创新科技的骄傲品牌！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
如***3,黑色,直接给送到家 当天买第二天就到了物流特别快！很划算活动买的！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒙***物,黑色,质量非常好，与卖家描述的完全一致，非常满意,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一***默,黑色,质量还不错，爸妈很喜欢，客服态度不错，快递服务也好，好评！！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
潴***7,黑色,质量好，家里买了第二台，去年双11买了台在婆婆房间，老公觉得这次活动力度挺大的，果断下手了。物流的配送人员服务态度太差劲了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风***0,黑色,质量很好！画面很清晰，给宝贝买的看动画片，很方便，连WiFi就可以了！物流也快！总之，非常满意！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洋***1,黑色,质量很好，发货非常快，客服超赞,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘿***3,黑色,质量很好很实用,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高***7,黑色,质量可以各方面不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三***厂,黑色,质量用了几天感觉还不错，希望质量能越来越好，加油,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
迅***脑,黑色,智能，网络，高清，品质比想象的好！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
