	comment	0
703	买给老爸的，感觉刚用着挺好的，不知道用一段时间怎么样	正面
704	自己都记不清是第几次购买小米的产品。要不是昆明地区没货的话，我也不会舍近求远。但没想到物流超快，服务特好。包装无损，一惯小米的作风！赞赞赞！会一直支持下去的。	正面
705	就那样当老年机用	正面
706	手机质量很好，4G的内存，这个价位，很值！使用很方便快捷，一点儿也不卡，式样又大方。帮同事买的，很满意！	正面
707	功能强大。老人用正好，爸爸很满意	正面
708	东东收到了，给老人买的，很不错的，真心的物美价廉！	正面
709	一直信赖小米手机，良心价格，性价比相当高，小米加油	正面
710	宝贝收到了，发货很及时，很漂亮，上手了，很不错。	正面
711	还不错 没测试 没有拍照习惯 还可以 这个不知道 刚收到货 也可以 整体来说 都可以	负面
712	发热太严重，玩大概一个来小时王者就烫到不行。	负面
713	小米手机，已经买了好多部了，适用..................................值得购买，适合老人用！&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;-&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;	正面
714	非常好，可以用一整天。 很好，打吃鸡不断线。 使用专业的充电器充电快，杂牌充电器的很慢。 非常清晰。 音质很好。 这是我第三次购买小米手机了，这次是给家人买的，第一部手机是小米3，用了三多年，第二部手机是红米Note4，一直用到现在，在这家店小米的其他产品也买了不少，小米电视，小米手环，小米VR眼镜&hellip;&hellip;也是一名忠实的米粉了。	正面
715	帮同事买的，质量可以，也好用同事喜欢。	正面
716	买给家里老人的，屏幕大，有简单模式，适合老人用，不需要太复杂的，价格合适	正面
717	给爸爸买的还不知道用着怎么样呢，应该不错吧	正面
718	用段时间再追评	正面
719	给父母买的，家人很喜欢	正面
720	价格实惠到爆，领了劵才不到600，买个3+32的手机。送给老爸，老头也足够用了，而且也喜欢。	正面
721	此用户没有填写评论!	正面
722	这个价格真心不贵，老妈很喜欢	正面
723	刚收到手机，带到国外不知道好用不，两周后再见	正面
724	给爸妈买的，他们挺喜欢的，手机再大一点就更好了	正面
725	质量好，放心购买	正面
726	目前用着蛮好，就是自带的软件有点多，又不能卸载，这点不喜欢。	负面
727	可以，6.1买的，便宜了50，549很优惠，希望是正品，目前来看还挺好用	负面
728	客服和物流都非常好。快递小哥很好，因为我下班了，又帮我改地址送到家去。给你一百个赞！	正面
729	手机非常好，玩游戏贼流畅(五毛一条)	正面
730	很好很不错喜欢	正面
731	以前在天猫淘宝上买东西，开始买的时候，每一样基本都会认真地评论，但买的东西越来越多，没时间一一回复，都靠系统自动好评。最近才知道淘宝评论和积分有关系，好像评论80个字以前就可以涨气值，得50积分，现在无论是买什么东西，都要认真评论80字以上。对！评论80字以上就有50积分。嗯，对了，宝贝不错！值得买！	负面
732	买给长辈的，这个价格不错了。    当然了，和几千块的是没法比的。	正面
733	给婆婆买的，用着还可以。婆婆洋气，自己选的粉色?	负面
734	在这个世界里，人类以光年为单位穿梭宇宙，有些人活在自己像城市一样的飞船里，也有人活在各种奇怪的行星上&mdash;&mdash;和当地的外星人一起。	负面
735	以前买过一次，还是一如既往的好，物美价廉	正面
736	给姥爷买的 设成简单的模式后老人用起来很方便～以前在淘宝上买东西都是系统自动好评	正面
737	买给爸爸用的，用着还不错，不下载太多应用完全够用。	负面
738	给老妈买的 挺好用的	正面
739	宝贝收到了，发现有些问题，跟客服联系了一下，客服发了一些附近的售后地址，售后师傅检测后没有发现问题，是我自己使用不当。宝贝性价比还是挺高的，可以放心购买	负面
740	很好，很实用，	正面
741	给老妈妈的，使用挺流畅的，性价比高	正面
742	质量非常好，与卖家描述的完全一致，非常满意	正面
743	宝贝妈妈很喜欢	正面
744	宝贝收到 挺满意的	正面
745	官网买什么都没有送的   手机老爸还是很喜欢的  个人感觉一般般   以下内容请忽视 火速我不v打游戏机是吧跋山涉水v打个电话电话不大不小不好消化圣彼得堡货好像就是不好单核细胞都不喜欢好的好的好很喜欢的货不对板小虎还乡回电话喜欢的话八大豪侠简单百宝箱好的好的	负面
746	昨天收到的，试用了下，各种都不错吧！买来给我妈用的，她还是很满意，耗电好像也快，就是说充电的速度慢点，她喜欢快充的，回头再追加吧	正面
747	老妈说用着还可以	正面
748	用后再评	正面
749	给妈妈买的老人机，没什么要求，可以视频就行，小米性价比还是不错的	正面
750	很好，不错。	正面
751	给妈妈买的，还不错，我买的是32G的，老人家够用了，没事还可以视频，语音。电话费都省了。	正面
752	用了几天感觉不错	正面
753	给妈妈买的，她很喜欢呀～	正面
754	我是我们村第一个在淘宝上买东西的人。这里大部分人是不网购的。他们买东西价格一般不超过五块，听说我在淘宝买东西后，整个村都震惊了，村长跑到我家里对我爸说我是不是疯了?老婆跟我闹离婚，说这日子没法过了，面对重重压力，我坚持要买。我相信我这个月的工资不会白花，终于快递我怀揣着激动的心情，颤抖的打开包裹，那到了，一霎那，感觉我的眼都要亮瞎了，啊.这颜值、这手感、只怪我读书少，这质量、无法用华丽的语整个言来形容它。我举着它，骄傲的站在村口，村都沸腾了，更有人喊，我不给他们看，他们就跳井。吓得我赶紧收起宝贝，挤出人群落荒而逃。为测试宝贝效果，我立刻去我们村高达100米山上村长家里用。用完后，在全村人羡慕的目光中，仰首挺胸扬长而去。	负面
755	老人机，应该对的起这个价位吧	正面
756	好，给父亲买的，很喜欢！	正面
757	买给婆婆用的。特地选了个粉色。 以前用的红米4A感觉还不错。 今年买了个5A。希望好用吧。  好评。然后买了一套壳和膜。还有挂绳。给老人当备用老人机。下了几个单机游戏。希望没问题。好评	正面
758	运行速度很快，给父母买的，父母都很喜欢，	正面
759	挺不错的，很好用，价格也实惠。信赖小米～	正面
760	货到家了，老婆讲手机里有张电信卡！我想说，如果你发个翻新机给我也请你处理干净一点，骗我也用点心好吗？淘宝购这些年，这次心被伤了！感觉不如京东了！	负面
761	试用下还不错，这价位性价比高，就不知耐不耐用了。	正面
762	才用一两天，暂时没发现什么问题，妈妈很满意，不晓得时间长了怎么样，以后来追评，懒得拍照了，价格也比较实惠，就是如果能送手机壳小礼品就好了，送的通信大礼包，不用买手机平时都能得到的，没得啥子用，还有那个	正面
763	手机不错	正面
764	还不错，挺好的	正面
765	虽然我本人没有用过小米的手机，但是我周围有很多人都在用，因为他性价比实在是很高，这个手机是买给我老姑用的最重要的一个原因，就是他性价比超高各项功能都有价钱还那么划算，不知道用着怎么样啊，能不能永久。但是我想说物流真的是超级快顺丰就是给力。	负面
766	很好，妈妈用着很方便	正面
767	非常糟糕的一次购物体验！前两天刚买了一款小米其他型号的手机感觉还不错，就给家里再买了一台。因为原手机卡没有开通流量，就想着米粉卡可以用。但是，宣传页面上明明说的手机出库后米粉卡就发货，但是客服却一直狡辩说是确认收货以后。说好了有专员联系解决问题，但是过了三天都没有任何动静！真糟糕	负面
768	物品以收到，很喜欢小米的产品，国产的手机质量也是很好的。   拍照效果也不错， 信号强度大 音质也很好 充电速度快 感谢此次购物过程中所有工作人员，	正面
769	正常手机里面输入的文字是从左到右的顺序，它的是从右到左&hellip;&hellip;问客服怎么回事，给的答复就是让自己升级系统和恢复出厂设置，按客服说的以上两种方式去设置了，结果字还是从右到左，反的顺序！	负面
770	送给老爸的，可以可以。淘宝几年才知道原来评论85个字才会有积分。所以从今天到以后，这段话走到哪里就会复制到哪里。首先要保证质量啊，东西不赖啊。不然就用别的话来评论了。不知道这样子够不够85字。谢谢老板的认真检查。东西特别好，我不是刷评论的，我是觉得东西好我才买的，你会发现我每一家都是这么写的。因为复制一下就好了。	负面
771	手机收到了！红米5a居然这么强大！32G内存对于我来说足够了！外观漂亮精致，手感相当好！原想着当备用手机，这下好了，用吧！快递小哥直接送到家门口，赞！支持小米！永远的米粉！	正面
772	东西不错，比较薄，性能也好	正面
773	物流快，手机给长辈买的，应该可以	正面
774	还可以 点亮很好 一般 可以看视频没问题 比较慢 总体很哈好 没有问过问题 不知道	负面
775	买的第3个了，用着的都说好	正面
776	这说有什么卡，的也没有信了，这是骗人了吗，还是怎么回事，手机现在还行，不知道过过怎么样	负面
777	质量好	正面
778	给我家老佛爷买的，据说很满意	正面
779	一分价钱一分货	正面
780	买给老妈用的，小米手机质量高价格优，快递是真的很快，晚上买，第二天一大早就到了。	正面
781	充电还可以 用来做备用机的 信号不错。	正面
782	-25 终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦	正面
783	收到，暂时没有使用呢，好评	正面
784	垃圾	负面
785	。                 /&acute; &macr;/)                      /&macr; ../                     /     /               /&acute;. &macr;/&apos;    &apos;/&acute;&macr;.    `&middot;&cedil;           /&apos;/     /     /     /       &macr;\\          (&apos;?&acute;??&acute;? &macr;?/&apos;?&apos;)          \\                              /            \\         ?         _.&middot;&acute;              \\                   (               \\                   \\	正面
786	高性价比，铁杆米粉爱小米	正面
787	音质：满意 好评。	正面
788	作为老年机或是备用机还可以，价格合适，暂时没有发现什么问题，好评吧，掌柜的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢！ 好卖家，真有耐心，我终于买到想要的东西了。谢谢卖家。 不错的卖家。合作非常愉快！以后还来。 掌柜太善良了	正面
789	忽略我的小胖手！物流很快！！！一直很喜欢国产机红米 用着顺手 但是并没有什么礼品赠送。礼品不存在的	正面
790	便宜，好用，全家都在用小米，红米	正面
791	买给妈妈用的，小巧轻便，不需要太多功能，小米品质值得信赖。	正面
792	很好，爸爸很喜欢，屏幕很清晰	正面
793	手机收到了确实不错，婆婆用的很方便，说拍照也清晰，速度也快，儿媳妇真好，哈哈我也开心	正面
794	给老妈买的，没之前买的4X有分量，不过相信小米的口碑，加油小米	正面
795	第三台这小米手机了，价性比高，好评	正面
796	手机质量挺好   给婆婆买的   婆婆非常喜欢	正面
797	宝贝还行，老爷子很满意。支持雷布斯很久了，希望他能找个女星代言人来代言产品，阿弥陀佛。	正面
798	物流特别快，快递员也很负责任，坚持要亲手给我，不放各种快递站。再来说说这个手机的使用，买给爸爸用的，机身很轻，大小装兜刚刚好，系统暂时也很顺畅，完全够用了。我都想留下当备用机了?	正面
799	收到货特意用几天再来评价，超级好用，外壳漂亮，非常满意，价格又优惠，满意满意！	正面
800	其他的都还可以，就是电池发热的很。	负面
801	挺好的，卖给老爸的，很喜欢很好用	正面
802	极具性价比的老年机	正面
803	值这个价吧。	正面
804	很好很不错	正面
805	好	正面
806	手机还不错 买来给老年人用的 合适	正面
807	已经在用，不错	正面
808	可以，没毛病	正面
809	很不满意的手机。感觉上当了，现在卡的要死，我就一个微信，别的软件一个都没下载，手机后面都成黑得了， 那个壳子，你是上的色吗？掉漆，严重，客服态度绝了， 问个东西，嗯嗯，嗯嗯，就这两个字，你敷衍谁呢？ 手机上当了房当买个教训，你们商家良心不痛吗？被狗吃了肯定。最差的一次购物。绝了。	负面
810	手机用的材质很塑料！而且自带软件一大堆，删都删不了，玩下游戏就发烫，果然是为发烧而生，自身内存16G，实际11个就不错了	负面
811	发货的速度十分快，包装也非常的仔细。很满意，老爸分外的开心。五星好评。	正面
812	此用户没有填写评论!	正面
813	出差回来晚了，宝贝还是一如既往的好，喜欢 很好	正面
814	很不错，老爸用的功能绰绰有余就是像素低了点	正面
815	活动的时候买了送给我爸的 手机挺好看的	正面
816	手机非常不错，速度很快，我选了很多，这款手机性价比最高，功能很多，已经足够用了，像素很高很清晰，手机膜很好，不伤眼睛，非常满意，非常适合我，屏幕正好，不大不小的，揣兜里也正合适，满意的一次购物	正面
817	支持小米 质量靠谱  性能强大  性价比很高 放的放心 用的安心 希望小米公司为国争光 把我们中国人自己的品牌越做越好 超越索尼 东芝  松下  夏普   苹果等世界强企	正面
818	老人家使用，很不错	正面
819	还行 这个价格买到这个质量 不错的	正面
820	物美价廉	正面
821	买给老爸用的，用了两天都没什么问题，作为老人机还是不错的	正面
822	很好！给老爸用的，足够了！物流很快，一天内就到了	正面
823	买给家人的 次日达 目前使用良好	正面
824	此用户没有填写评论!	正面
825	手机还不错  查询了下  是正版的  嘿嘿	正面
826	物流慢，五天才到，手机描述不符，买的16g的内存，到货却只有10.39g，跟客服沟通说会帮我查然后一天没回复我，差评	负面
827	给我爸买的，用了几天才来评价，感觉还不错	正面
828	帮同事女儿买的 很实用 做活动买的价格也非常实惠	正面
829	手机非常好，一直信得过小米，也一直没有失望过。	正面
830	东西性价比很高，买给家里老人用的，完全的够用了，值得入手！流畅度都是可以的，关键是用不到几个应用，打电话聊微信就差不多了，总之，老人机当之无愧！	正面
831	以前托朋友在网上买过一个小米2S，用了3年多，第四年被我老公废了&hellip;&hellip;。现在用苹果，感觉还是没小米用的顺心，还老贵了！帮婆婆买的小米，她非常喜欢，很高兴。支持国产，支持小米！	正面
832	家里所有人，所有电器几乎都是小米产品，在我的影响下都是米粉，但是就是这样。还不能给个优惠，有点失望，直接回来升级最新版本，不过安卓手机通病都是越用越卡，还有小米的缺陷是电池容易故障，希望这台用的时间可以久点！	负面
833	手机还可以，给母上大人买的，只用一个微信的话还是绰绰有余的。主要还是因为便宜，对于动不动就丢手机的人来说性价比还是挺高的。希望这部可以撑的久一点，不然我可能考虑下一次买一个老人机了。整体来说还是挺满意的，给个?	正面
834	帮同事买的，他说很好用挺喜欢的，主要是他不怎么玩，电池容量耐用。	正面
835	宝贝很好，很满意。	正面
836	给爷爷买的，直接寄回家里去了，感觉不错，一直喜欢小米手机，国产手机必须支持一下。爷爷跟我说手机好看，大气！实用！性价比超高的	正面
837	520活动价699。十天后回头看发现还降了50	负面
838	手机性价比高的，也实惠，爸爸妈妈很喜欢，回购几次了，会继续关注的	正面
839	此用户没有填写评论!	正面
840	给妈妈买的，很合适，不管是价位还是其它，老人家高兴最重要，换了新手机，整天捣鼓，这样一个人也不会无聊	负面
841	信任小米品质，寄回老家给老人用，满足老人使用需求，老人很满意，字大，反应快，但就是声音小了一点，没有图片老人不会拍。发货物流都挺快，满意，满意，满意，满意，满意，满意，满意	负面
842	用起来不错~价格实惠	正面
843	第5次购买了，一如既往地好评！	正面
844	买给妈妈用的，她挺喜欢	正面
845	此用户没有填写评论!	正面
846	帮老年人买的，还不知道效果怎么样，用了再追评。	正面
847	奶奶用些还可以，用的极简桌面，很好用	正面
848	给妈妈买的，不错手机	正面
849	用了段时间了，还不错	正面
850	手机收到了给家人买的希望用着给力吧	正面
851	挺意外的，小米做的越来越好了，送给妈妈的(ノ=Д=)ノ┻━┻，加油(? &bull;?_&bull;?)?小米，系统挺流畅的。	正面
852	给姐夫买的，姐姐说挺好用。比在实体店看的便宜多了。	正面
853	能淘到自己喜欢的宝贝最幸福。知道评论的重要性。当大家看到我的这一篇评价时，表示我对产品是认可的。比如说这次购物就很好，物美价廉，发货也很快，比较满意。这一方面是为了肯定商家的服务，因为差评我会直接说为什么的。店家挣钱也不容易，大家要相互谅解，能私下解决的，就不轻易动用中差评，中国人讲究以和为贵，家和万事兴，退一步海阔天空，也祝愿全天下的淘友，都能淘到自己喜欢的宝贝。最后祝店家越做越好，小程序&ldquo;湖北卖女装&rdquo;女装购物商城生意越来越好。 较好 较好 较好 较好 服务较好	负面
854	挺好的 小米手机性价比都挺高的	正面
855	手机还可以   电池充电稍微慢点 只是上网听歌看电影不打游戏  完全没问题	负面
856	像素一般&hellip;开视屏看着有点模糊&hellip;快递跑了一星期&hellip;	负面
857	昨天给老爸用了 整体目前感觉OK	正面
858	这个价位能买到牌子的挺不错了 还没用 希望难用点	正面
859	n次买了，老人机	正面
860	很不错，第三次回购了，手机都是用小米的了	正面
861	跟公公买的，老人用合适，如果字幕能再调大点就好了，他老花眼看不清楚，然后能集成一些老人常用功能在一起就好了	正面
862	刚拿到手，手感不错，画面也还行，	正面
863	很好用，爸爸更喜欢，还会再来的	正面
864	最开心的一次购物。视频够清晰，声音也很大，就是机身有点小。但是我很满意了，因为我在百度搜到一款手机比这个价格还贵，但是不好用，联系不到卖家被拉黑了。	负面
865	还行，给父亲买的，很喜欢，但愿性能可以，不卡可，赞一个吧	正面
866	还可以，老人机	正面
867	东西不错	正面
868	手机正品，价格不贵。质量很好。好评！	正面
869	非常满意，手机用了几天了，还在观察中	正面
870	东西很好物流很快	正面
871	此用户没有填写评论!	正面
872	给老妈买的母亲节礼物，这款的字体够大，里面的功能老人家都会用，暂时也没有发现什么问题，粉红色挺漂亮的	正面
873	屏幕有划痕也不处理，服务差	正面
874	手机很好，买给爸爸的，客服态度也非常好	正面
875	超级忠实米粉，家里手机全是小米，支持国产，支持小米，性价比不用说，超高，本来价格不贵，618又给了优惠，应该说没有什么利润空间了，美中不足，音量不能分开调，音量大了，信息太吵，音量小了，来电话听不到，锁屏后，有两个左右滑动的快捷键不知怎么取消，在口袋里很容易碰到，总体满意，有点设计缺陷，也能理解，总之支持小米，一直会用小米，还会再买小米，希望小米越来越好。	负面
876	物品收到了。体面的。质量也不错	正面
877	很满意，性价比很高	正面
878	我是米粉，很好的一款老年机	正面
879	冲着小米来的，可能对手机期望太高吧，手机符合老年机的性能，没有想象中的画面清晰，拍照也是一般水平，刚买过就降价了，不开心，不开心，客服也不解决~	负面
880	用起来非常好，家里人很喜欢！	正面
881	给老妈买的，功能足够，性价比高，已经是家里的第6部小米手机了，现在我们全家都是米粉！	正面
882	真的是待机很不好，早上充电不怎么玩，下午就没有电了，真的很无语，对小米挺失望的	负面
883	帮别人买的，说还好用的，小米手机真的还不错，以前一直用	正面
884	收到了，便宜，红米的大概用一年就坏了，买了好几部了	正面
885	给我爸爸买的手机。爸爸很喜欢，一直很喜欢小米的手机，简单易操作，适合中老年人使用。灰色的很漂亮。沉稳。客服反应太慢。问个问题半天不带回复的。	负面
886	给家里买的，老爹说坐在家里都能打电话，给个好评	正面
887	送给妈妈的，挺好看的。活动买的划算	正面
888	老爸喜欢。	正面
889	挺好的，买给妈妈用的。	正面
890	目前是还可以，有问题会继续追评	正面
891	靠运气吧。反正我这机就是不能下载个性主题，因为换了主题，我设置的锁屏密码开不了锁，（确信没有记错密码，还多次清楚数据重新设置）。不知道你们会不会啦。现在是没密码状态机。反正老人用，只要可以接听电话就好了。	负面
892	手机不错	正面
893	性价比高，帮朋友买过几次了，好评。	正面
894	很好！五分	正面
895	用起来不错，手感较轻，使用流畅。	正面
896	非常好用，非常好	正面
897	一直用小米的手机。比之前的红米便宜而且配置高。	正面
898	宝贝挺实惠而且又好用，配置也可以，外观也好，请广大用户放心购买?	正面
899	手机是正品！给老妈买的！老妈挺喜欢！大小也合适！现在全家都是小米手机了！大爱小米！	正面
900	一波几折的终于到了妈妈手中，客服泽米旭日，泽米芙蓉都棒棒的，买了几次红米手机了，相信他会一直棒棒的，以后有需要还会再次购买。	正面
901	手机用起还可以了  基本没什么问题  家人一直用的小米的 他们都觉得小米不错  只是我觉得客服太差 发个消息半天不回  回的消息也不是我问得问题  简直无语  建议客服能回快点	负面
902	续航能力：还行吧 给公司买的一起买四台。反正当公用电话用。	负面
903	买给妈妈用的 手机挺不错了 这个价钱能买到这样的手机真是可以了 刚用总的来说 都还不错?	正面
904	给爷爷奶奶用的，还挺好的，待机时间长，功能简单易上手！总体挺满意	正面
905	买给妈妈用的她说好用	正面
906	小米的忠实粉丝，手机是正品，颜值高，打王者，吃鸡完全不卡，运行内存顺畅，大爱	正面
907	用着挺好的，画面清晰反应也快	正面
908	买来给小孩用的，挺不错，很智能	正面
909	挺好的手机	正面
910	红米5A手机已经收到，一如既往的好用。对于不玩游戏的老人来说，足够了。不懂设置的人，再好的手机配置也一样不好使。	负面
911	给父母买的，应该还可以吧，目前没有什么问题	负面
912	老爸用的还可以！感觉老年人用足够了，性价比蛮高的。	正面
913	给老妈买的，很好用！	正面
914	已经收到了哦在使用中了呢，不错哦老人用用挺好的，特意买的32G下载了一些游戏和微信老人可以了，待机时间也不错，满意呢关健是价格比较合理，老人能接受画面和质地都不错也不知道到底是不是翻新机，随便用用吧去吧，使用起来也方便快捷的，好评吧	负面
915	用着还不错 没什么问题	正面
916	性价比高，实用	正面
917	可以，老人用实惠，其实不玩游戏，年青人也可以用	正面
918	手机收到用了一段时间了，是送给老人用的，其他还好，就是反应有点慢	负面
919	买给老爸的.	正面
920	挺好用的，妈妈挺喜欢的	正面
921	暂时用的还可以  至于接下来的就要慢慢看了	正面
922	还可以 老人用	正面
923	非常好用，小米粉	正面
924	好	正面
925	挺好用的，喜欢，一直是米粉，米家很多产品都有买过，一如既往的好，啦啦啦啦啦啦啦啦啦啦啦啦啦啦	正面
926	很趁手，非常满意！	正面
927	手机不错，很满意，已经是第二次购买了！用着速度也挺快的！	正面
928	二号的那个你就会知道的时候我们还能看见你们的身影。我的小弟弟都有喜欢你和谁说了很多遍就可以快速删除所有人员信息	正面
929	已收到，外观完好，使用速度快。	正面
930	给老爸买的，不要求多大功能。但愿用的时间长点	正面
931	东西收到！谢谢。那么轻，老爸以为是三四百元的手机呢！以前用红米3s，信号不稳定就买的这个手机希望老人家用得没问题	正面
932	还不错，学生用的，裸机	正面
933	给姥爷买的，不知道怎么样	正面
934	宝贝不错，收到很满意！以后会经常光顾的！	正面
935	小米的忠实用户，家里人人手一只小米手机。	正面
936	不错，挺好的！	正面
937	送老妈的，目前用着没啥问题，小米牝~	正面
938	这个价位还行	正面
939	还行吧，买给爸爸用的，价格很便宜	正面
940	还可以 2g很慢 选错了因为没有什么概念	负面
941	各种铃声太小，不适合于老年人用。	正面
942	买给老爸的，挺好的~	正面
943	手机不错，性价比很高	正面
944	大爱小米，欧耶！	正面
945	全新的 未开封 正品	正面
946	老爸给老妈买的，手机本身挺轻便的，老人用够用了。	正面
947	给三姨买的，试用了，待机时间超长，反应速度也快，老年人用足够了。	正面
948	送人的，说还可以	正面
949	还可以，同一天买给岳父和老爸各一个！	正面
950	老人用可以了，反应挺快，满足简单的上网需求	正面
951	拍照效果：效果挺好的。。	正面
952	质量不错，值得购买。	正面
953	给老人买的，尺寸刚好不大，挺实惠	正面
954	当备用机的，价格确实实惠，但是使用起来确实不够流畅，下载了UC浏览器，在用的时候有很明显的卡顿。页面翻页会延时一点。玩王者荣耀感觉还好，不会特别影响娱乐。	负面
955	质量非常好，与卖家描述的完全一致，非常满意	正面
956	宝贝已经再用了，是给老爸买的，像素也挺好的，应该是正品，想买的可以考虑入！	正面
957	买给妈妈的，性价比很高的一款手机，希望好用，好评	正面
958	给老爹买的，一直是米粉，持续支持小米。	正面
959	还可以，买给老妈的！她非常喜欢！	正面
960	每次确定收货后，偶都会默认好评接着把星星填满，偶觉得这是个好习惯，每当看到：亲，您的评价对别的买家有很大帮助时，偶就发誓一定要做个好评专业户去好好帮助别的买家。马云大叔都说了，给好评的买家都是好买家哈。老板，临走之前再悄悄告诉你一个小秘密，偶已经把你的店铺收藏起来啦！如果别的买家因此而找不到，你可不要怪我哟&hellip;&hellip;。	负面
961	还可以， 和此卖家交流，不由得精神为之一振，自觉七经八脉为之一畅，我在淘宝买了这么多年，所谓阅商无数，但与卖家您交流，我只想说，老板你实在是太好了，交易成功后，我的心情是久久不能平静，看着交易成功，我竟产生出一种无以名之的悲痛感&mdash;&mdash;啊，这么好的卖家，如果将来我再也遇不到了，那我该怎么办？直到我毫不犹豫地把卖家的店收藏了，我内心的那种激动才逐渐平静下来，可是我立刻想到，这么好的卖家，倘若别人看不到，那么不是浪费心血吗？经过痛苦的思想斗争，我终于下定决心，牺牲小我，奉献大我。我要以此评价奉献给世人赏阅，我要给好评&hellip;&hellip;评到所有人都看到为止！	负面
962	手机?收到了，质量还行，价格合理，顺丰快递超级给力，服务态度非常好，老爸对手机非常满意，老人不喜欢大的手机，这个尺寸正好。	正面
963	全部同事都被偶安利到，很多同事包括她们的家人都是用小米手机，差不多每个型号都有，哈哈，支持国产手机！	正面
964	给公公买的他很喜欢	正面
965	买给老爸的，还可以	正面
966	帮我婆婆买的手机，她以前的旧手机都给我女儿摔坏了，就想着给她换一个，刚好搞活动，不过没有抢到我想要的颜色，总的来说性价比很高，对于老人来说功能也是够了的，婆婆说她挺喜欢的，那就行了	正面
967	听不错的，给爸妈用性价比比较高	正面
968	劝大家不要买，不是真的，假货。类似于翻新机。我的买来就出现了问题。外包装如果有问题厂家不可能会出厂卖的，不可能砸自己招牌。也只有卖家骗骗一些不识货的人。。找了客服两天都不理人。	负面
969	不错，挺好的	正面
970	可以的吧，买给奶奶用，刚刚开始用	正面
971	一般般，廉价感	负面
972	很快收到宝贝，妈妈非常高兴喜欢，谢谢！	正面
973	到货很快，给家人用实惠够用	正面
974	这是买的第二个了，给妈妈买了个樱花粉，妈妈喜欢极了。简单的功能不复杂，妈妈也赶时尚用上了智能机，潇洒一把。全5分哦。	正面
975	好，就是没有耳机送	负面
976	520活动买给妈妈的，粉色的很好看，而且确实不重很轻巧，对于手机性能是完全好评，毕竟小米还是很牛掰的。就是价格活动力度不一样，大家要看准时机下手，估计618可以看一下。	负面
977	小米产品一如既往的好	正面
978	收到特地用了来评价的，质优价廉是首选，手感不错，照相清晰，内存够用，非常不错的高性价比手机，大赞	正面
979	不错的 用后追评	正面
980	挺好的。怪便宜	正面
981	一直支持小米的产品，这次是给妈妈买的，还不错！	正面
982	暂时挺好用的，过段时间再评论	正面
983	挺好的，妈妈挺喜欢	正面
984	good 老爸很喜欢～～	正面
985	送给老人的，比较喜欢这个，屏幕也大，主要便宜，用一段时间就可以换了。	正面
986	送给父母实惠的选择！	正面
987	适合老人用，性价比高	正面
988	质量不错，性价比很高	正面
989	手机给妈妈买的，妈妈很喜欢，老年人这个配置用用足够了	正面
990	给妈妈买的，用着不错	正面
991	给爸爸买的，很好，适合老年人用	正面
992	不错不错，给老人用的	正面
993	物流很快，手机也很漂亮，触健很灵敏	正面
994	不错，妈妈挺喜欢	正面
995	买给老爸用的，很不错	正面
996	对得起这个价，一分钱一分货。	正面
997	此用户没有填写评论!	正面
998	帮别人买的好评，全五分	正面
999	还可以 就是不送耳机	负面
1000	很不错，女儿很喜欢，手机套是自己买的，原本以为要很久才会到，结果第一天下午四点过下的单，第二天上午十点就到了，物流不是一般的快!要买的朋友们最好快点下手哦	负面
1001	唉，帮叔叔买的，没用几天掉水里了，七百元就用了不到一个星期，修一下600元多。	负面
1002	此用户没有填写评论!	正面
1003	当大家看到我的这一篇评价时，表示我对产品是认可的，尽管我此刻的评论是复制粘贴的。这一方面是为了肯定商家的服务，另一方面是为了节省自己的时间，因为差评我会直接说为什么的。所以大家就当做是产品质量合格的意思来看就行了。最后祝店家越做越好，大家幸端午安康，中华民族繁荣昌盛。	负面
1004	帮老爸买的，暂时用着还不错	正面
1005	手机不错，就是电池不耐用，充电慢了一点。	正面
1006	不错，米粉	正面
1007	用惯了小米的手机，一家人都在用红米3，七八部都是我帮他们买的，很好用，用了2年一直很好，最近想换代就选了红米5x，用了下不错，手机不贵好用就行，配置也很高！ 服务很好	正面
1008	ok啊给奶奶用的他说太复杂了不怎么会用 慢慢教吧主要玩消灭星星的  包装不错，这手机实惠	正面
1009	特的用了几天才来评价，好用，反应快，内存容量大，价格实惠。	正面
1010	还是不错的，一直支持小米的产品	正面
1011	给姨妈买的，她很高兴	正面
1012	买给老人家用的 很不错	正面
